"","ORIGIN_CITY","DEST_CITY","Carrier","Average_Delay_Time","Average_Price","Food_Drink","Entertainment","Seat_comfort","Stuff_Service","Value_for_Money","OrLon","OrLat","DeLon","DeLat","Dist"
"19","Akron","Orlando","Southwest Airlines",8.805637342,170.14756395,3,3,3,4,3,-81.5190053,41.0814447,-81.3792365,28.5383355,1391.57415788996
"20","Akron","Orlando","Spirit Air Lines",10.8407446073333,69.27202453,2,1,2,2,2,-81.5190053,41.0814447,-81.3792365,28.5383355,1391.57415788996
"21","Akron","Tampa","Southwest Airlines",8.5419215365,170.983385775,3,3,3,4,3,-81.5190053,41.0814447,-82.4584279,27.9475216,1459.51618819165
"22","Akron","Tampa","Spirit Air Lines",10.0498502353333,66.27491983,2,1,2,2,2,-81.5190053,41.0814447,-82.4584279,27.9475216,1459.51618819165
"23","Akron","Washington","Southwest Airlines",9.01970212975,90.6673950525,3,3,3,4,3,-81.5190053,41.0814447,-77.0363658,38.8951118,453.236654705313
"24","Albany","Atlanta","Delta Airlines",11.011557699,313.399711975,3,3,3,3,3,-73.7562317,42.6525793,-84.3879824,33.7489954,1355.74302491097
"25","Albany","Baltimore","Southwest Airlines",7.48810868725,169.051286,3,3,3,4,3,-73.7562317,42.6525793,-76.6121893,39.2903848,444.00790411094
"26","Albany","Charlotte","American Airlines",7.62714654775,248.334386625,2,2,2,2,2,-73.7562317,42.6525793,-80.8431268,35.2270869,1027.27950464912
"27","Albany","Charlotte","US Airways ",7.498678123,252.98343375,2,2,3,3,3,-73.7562317,42.6525793,-80.8431268,35.2270869,1027.27950464912
"28","Albany","Chicago","Southwest Airlines",9.06846869425,222.610163725,3,3,3,4,3,-73.7562317,42.6525793,-87.6500523,41.850033,1148.73109581072
"29","Albany","Chicago","United Air Lines",14.0389503575,262.738455625,2,2,2,3,2,-73.7562317,42.6525793,-87.6500523,41.850033,1148.73109581072
"30","Albany","Denver","Southwest Airlines",20.0413461533333,249.187652633333,3,3,3,4,3,-73.7562317,42.6525793,-104.9847034,39.7391536,2624.42123579527
"31","Albany","Detroit","Delta Airlines",11.6111774965,294.640543525,3,3,3,3,3,-73.7562317,42.6525793,-83.0457538,42.331427,764.134361467245
"32","Albany","Fort Lauderdale","JetBlue Airways",15.0527228433333,171.183311366667,3,3,4,3,3,-73.7562317,42.6525793,-80.1433786,26.1223084,1923.98527618952
"33","Albany","Fort Lauderdale","Southwest Airlines",11.423893947,185.661211075,3,3,3,4,3,-73.7562317,42.6525793,-80.1433786,26.1223084,1923.98527618952
"34","Albany","Fort Myers","Southwest Airlines",8.0621069185,211.86848215,3,3,3,4,3,-73.7562317,42.6525793,-81.8723084,26.640628,1923.49215052285
"35","Albany","Las Vegas","Southwest Airlines",8.74150625925,265.174253125,3,3,3,4,3,-73.7562317,42.6525793,-115.137223,36.1749705,3598.35974059031
"36","Albany","Minneapolis","Delta Airlines",9.00894104275,286.7260311,3,3,3,3,3,-73.7562317,42.6525793,-93.2638361,44.9799654,1586.60544928575
"37","Albany","Orlando","JetBlue Airways",14.7533344233333,184.475865366667,3,3,4,3,3,-73.7562317,42.6525793,-81.3792365,28.5383355,1709.75403787726
"38","Albany","Orlando","Southwest Airlines",8.78233983325,196.7699886,3,3,3,4,3,-73.7562317,42.6525793,-81.3792365,28.5383355,1709.75403787726
"39","Albany","Tampa","Southwest Airlines",8.164532329,200.87873795,3,3,3,4,3,-73.7562317,42.6525793,-82.4584279,27.9475216,1810.85643209747
"40","Albuquerque","Atlanta","Delta Airlines",8.81643399375,325.712692275,3,3,3,3,3,-106.6511367,35.0844909,-84.3879824,33.7489954,2047.7784330203
"41","Albuquerque","Austin","Southwest Airlines",6.25331233225,223.551681875,3,3,3,4,3,-106.6511367,35.0844909,-97.7430608,30.267153,991.046101347492
"42","Albuquerque","Baltimore","Southwest Airlines",10.06185522625,265.365414575,3,3,3,4,3,-106.6511367,35.0844909,-76.6121893,39.2903848,2694.98098994559
"43","Albuquerque","Charlotte","American Airlines",2.260869565,246.0447005,2,2,2,2,2,-106.6511367,35.0844909,-80.8431268,35.2270869,2344.86786965419
"44","Albuquerque","Chicago","American Airlines",0.612850328,274.65464965,2,2,2,2,2,-106.6511367,35.0844909,-87.6500523,41.850033,1815.1574042058
"45","Albuquerque","Chicago","Southwest Airlines",9.70517156325,238.680144175,3,3,3,4,3,-106.6511367,35.0844909,-87.6500523,41.850033,1815.1574042058
"46","Albuquerque","Chicago","United Air Lines",15.26357990425,272.938384125,2,2,2,3,2,-106.6511367,35.0844909,-87.6500523,41.850033,1815.1574042058
"47","Albuquerque","Dallas","Southwest Airlines",11.5502627275,201.051907825,3,3,3,4,3,-106.6511367,35.0844909,-96.8066667,32.7830556,944.829858797269
"48","Albuquerque","Dallas/Fort Worth","American Airlines",12.3677933825,214.029564275,2,2,2,2,2,-106.6511367,35.0844909,-97.0403352,32.8998091,920.008591329013
"49","Albuquerque","Denver","Southwest Airlines",10.91492330575,160.0499226,3,3,3,4,3,-106.6511367,35.0844909,-104.9847034,39.7391536,537.221376977053
"50","Albuquerque","Denver","United Air Lines",9.551164218,193.74967575,2,2,2,3,2,-106.6511367,35.0844909,-104.9847034,39.7391536,537.221376977053
"51","Albuquerque","Houston","Southwest Airlines",9.78929492,230.396958775,3,3,3,4,3,-106.6511367,35.0844909,-95.3632715,29.7632836,1213.48690836791
"52","Albuquerque","Houston","United Air Lines",13.117024427,253.231606475,2,2,2,3,2,-106.6511367,35.0844909,-95.3632715,29.7632836,1213.48690836791
"53","Albuquerque","Kansas City","Southwest Airlines",10.44120476675,246.962789825,3,3,3,4,3,-106.6511367,35.0844909,-94.5785667,39.0997266,1160.90849795127
"54","Albuquerque","Las Vegas","Southwest Airlines",10.87187865725,176.036794475,3,3,3,4,3,-106.6511367,35.0844909,-115.137223,36.1749705,777.89607403678
"55","Albuquerque","Los Angeles","SkyWest Airlines ",11.44791667,363,1,1,3,4,3,-106.6511367,35.0844909,-118.2436849,34.0522342,1069.31800897183
"56","Albuquerque","Los Angeles","Southwest Airlines",12.820626225,170.424407325,3,3,3,4,3,-106.6511367,35.0844909,-118.2436849,34.0522342,1069.31800897183
"57","Albuquerque","Minneapolis","Delta Airlines",7.37690337825,291.41890545,3,3,3,3,3,-106.6511367,35.0844909,-93.2638361,44.9799654,1581.23461682569
"58","Albuquerque","New York","JetBlue Airways",19.183720355,212.7902488,3,3,4,3,3,-106.6511367,35.0844909,-73.9814311179,40.7614927583,2922.86439041559
"59","Albuquerque","Oakland","Southwest Airlines",11.00303194925,217.930490075,3,3,3,4,3,-106.6511367,35.0844909,-122.2708026,37.8043722,1430.69539125403
"60","Albuquerque","Orlando","Southwest Airlines",7.7195893595,218.7999175,3,3,3,4,3,-106.6511367,35.0844909,-81.3792365,28.5383355,2492.63823641069
"61","Albuquerque","Phoenix","American Airlines",9,167.3127925,2,2,2,2,2,-106.6511367,35.0844909,-112.0740373,33.4483771,531.28438127249
"62","Albuquerque","Phoenix","Southwest Airlines",12.71301126,161.7940428,3,3,3,4,3,-106.6511367,35.0844909,-112.0740373,33.4483771,531.28438127249
"63","Albuquerque","Phoenix","US Airways ",2.4583333335,154.42638625,2,2,3,3,3,-106.6511367,35.0844909,-112.0740373,33.4483771,531.28438127249
"64","Albuquerque","Portland","Southwest Airlines",9.129188164,196.285931975,3,3,3,4,3,-106.6511367,35.0844909,-70.2553259,43.661471,3248.28171017237
"65","Albuquerque","Salt Lake City","Delta Airlines",6.11507230325,235.6129762,3,3,3,3,3,-106.6511367,35.0844909,-111.8910474,40.7607794,780.170233789028
"66","Albuquerque","San Diego","Southwest Airlines",10.69513992075,176.51159065,3,3,3,4,3,-106.6511367,35.0844909,-117.1572551,32.7153292,1006.08124315716
"67","Albuquerque","Seattle","Alaska Airlines",4.321188377,204.30977265,3,2,3,4,3,-106.6511367,35.0844909,-122.3320708,47.6062095,1904.94366819023
"68","Albuquerque","Seattle","Southwest Airlines",35.2189980133333,170.423732333333,3,3,3,4,3,-106.6511367,35.0844909,-122.3320708,47.6062095,1904.94366819023
"69","Allentown/Bethlehem/Easton","Atlanta","Delta Airlines",6.179312507,228.4260803,3,3,3,3,3,-75.435292,40.6526229,-84.3879824,33.7489954,1102.79800032009
"70","Amarillo","Dallas","Southwest Airlines",7.49489972625,147.89815415,3,3,3,4,3,-101.8312969,35.2219971,-96.8066667,32.7830556,537.155889768424
"71","Amarillo","Dallas/Fort Worth","American Airlines",13.1490988955,175.62606155,2,2,2,2,2,-101.8312969,35.2219971,-97.0403352,32.8998091,511.73869295622
"72","Amarillo","Las Vegas","Southwest Airlines",8.51840190575,195.158344275,3,3,3,4,3,-101.8312969,35.2219971,-115.137223,36.1749705,1207.93816378442
"73","Anchorage","Atlanta","Delta Airlines",16.654761905,432.8789885,3,3,3,3,3,-149.9002778,61.2180556,-84.3879824,33.7489954,5486.03746063877
"74","Anchorage","Chicago","Alaska Airlines",3.277589988,328.8257595,3,2,3,4,3,-149.9002778,61.2180556,-87.6500523,41.850033,4599.4123714686
"75","Anchorage","Chicago","United Air Lines",18.833650815,427.52846475,2,2,2,3,2,-149.9002778,61.2180556,-87.6500523,41.850033,4599.4123714686
"76","Anchorage","Dallas/Fort Worth","American Airlines",20.3635734686667,465.987219266667,2,2,2,2,2,-149.9002778,61.2180556,-97.0403352,32.8998091,4892.84623781732
"77","Anchorage","Denver","United Air Lines",19.278414385,506.91643595,2,2,2,3,2,-149.9002778,61.2180556,-104.9847034,39.7391536,3862.32716918467
"78","Anchorage","Fairbanks","Alaska Airlines",4.402051073,123.02897405,3,2,3,4,3,-149.9002778,61.2180556,-147.7163889,64.8377778,418.272063478269
"79","Anchorage","Honolulu","Alaska Airlines",4.846378699,361.209188425,3,2,3,4,3,-149.9002778,61.2180556,-157.8583333,21.3069444,4475.71541106678
"80","Anchorage","Houston","United Air Lines",22.17495883,641.090768066667,2,2,2,3,2,-149.9002778,61.2180556,-95.3632715,29.7632836,5271.44430138858
"81","Anchorage","Kahului","Alaska Airlines",2.823390057,364.578222666667,3,2,3,4,3,-149.9002778,61.2180556,-156.4735937,20.8820295,4508.98372868774
"82","Anchorage","Kona","Alaska Airlines",1.97322751333333,385.9635332,3,2,3,4,3,-149.9002778,61.2180556,-155.9969261,19.639994,4641.99813471222
"83","Anchorage","Las Vegas","Alaska Airlines",4.91711010866667,250.272282333333,3,2,3,4,3,-149.9002778,61.2180556,-115.137223,36.1749705,3698.16808395524
"84","Anchorage","Long Beach","JetBlue Airways",8.8473433785,198.27437845,3,3,4,3,3,-149.9002778,61.2180556,-118.1892348,33.7669623,3799.89868151401
"85","Anchorage","Los Angeles","Alaska Airlines",4.369555048,247.74174515,3,2,3,4,3,-149.9002778,61.2180556,-118.2436849,34.0522342,3769.41205057531
"86","Anchorage","Los Angeles","American Airlines",19.5578947385,195.52427375,2,2,2,2,2,-149.9002778,61.2180556,-118.2436849,34.0522342,3769.41205057531
"87","Anchorage","Minneapolis","Delta Airlines",12.16674134325,340.54330085,3,3,3,3,3,-149.9002778,61.2180556,-93.2638361,44.9799654,4037.70071911998
"88","Anchorage","Newark","United Air Lines",19.07142857,449.06888035,2,2,2,3,2,-149.9002778,61.2180556,-74.1723667,40.735657,5413.29574131238
"89","Anchorage","Phoenix","Alaska Airlines",2.07284878866667,271.738069166667,3,2,3,4,3,-149.9002778,61.2180556,-112.0740373,33.4483771,4100.01622736358
"90","Anchorage","Phoenix","American Airlines",17.2661535975,275.8837794,2,2,2,2,2,-149.9002778,61.2180556,-112.0740373,33.4483771,4100.01622736358
"91","Anchorage","Phoenix","US Airways ",5.152027027,329.74938295,2,2,3,3,3,-149.9002778,61.2180556,-112.0740373,33.4483771,4100.01622736358
"92","Anchorage","Portland","Alaska Airlines",3.64819674525,273.0386967,3,2,3,4,3,-149.9002778,61.2180556,-70.2553259,43.661471,5364.76395013749
"93","Anchorage","Portland","Delta Airlines",15.303030305,191.4401375,3,3,3,3,3,-149.9002778,61.2180556,-70.2553259,43.661471,5364.76395013749
"94","Anchorage","Portland","JetBlue Airways",19.25524241,150.94297135,3,3,4,3,3,-149.9002778,61.2180556,-70.2553259,43.661471,5364.76395013749
"95","Anchorage","Salt Lake City","Delta Airlines",9.39795114,303.14265685,3,3,3,3,3,-149.9002778,61.2180556,-111.8910474,40.7607794,3423.59039842551
"96","Anchorage","San Francisco","United Air Lines",18.42725973,435.44304775,2,2,2,3,2,-149.9002778,61.2180556,-122.4194155,37.7749295,3229.82699930031
"97","Anchorage","Seattle","Alaska Airlines",3.88933159375,272.4422429,3,2,3,4,3,-149.9002778,61.2180556,-122.3320708,47.6062095,2314.14385119257
"98","Anchorage","Seattle","Delta Airlines",7.9284072645,218.411643475,3,3,3,3,3,-149.9002778,61.2180556,-122.3320708,47.6062095,2314.14385119257
"99","Anchorage","Seattle","JetBlue Airways",11.027689475,152.1004631,3,3,4,3,3,-149.9002778,61.2180556,-122.3320708,47.6062095,2314.14385119257
"100","Anchorage","Spokane","Alaska Airlines",4.8333333335,253.1300159,3,2,3,4,3,-149.9002778,61.2180556,-117.4260466,47.6587803,2548.95244919735
"101","Appleton","Atlanta","Delta Airlines",6.8541860745,309.04945455,3,3,3,3,3,-88.4153847,44.2619309,-84.3879824,33.7489954,1217.7026351153
"102","Appleton","Detroit","Delta Airlines",3.2536497495,347.5288135,3,3,3,3,3,-88.4153847,44.2619309,-83.0457538,42.331427,485.52186065352
"103","Appleton","Minneapolis","Delta Airlines",7.81036146175,256.946939075,3,3,3,3,3,-88.4153847,44.2619309,-93.2638361,44.9799654,392.917665775991
"104","Asheville","Atlanta","Delta Airlines",8.4011157455,219.48292065,3,3,3,3,3,-82.554015,35.6009452,-84.3879824,33.7489954,265.427111952043
"105","Asheville","Newark","United Air Lines",58.612615195,211.8970934,2,2,2,3,2,-82.554015,35.6009452,-74.1723667,40.735657,928.939555683097
"106","Atlanta","Akron","Delta Airlines",8.25171880325,155.713583425,3,3,3,3,3,-84.3879824,33.7489954,-81.5190053,41.0814447,852.363588223816
"107","Atlanta","Akron","Southwest Airlines",12.61540294225,117.598119825,3,3,3,4,3,-84.3879824,33.7489954,-81.5190053,41.0814447,852.363588223816
"108","Atlanta","Albany","Delta Airlines",8.5642814895,309.284834375,3,3,3,3,3,-84.3879824,33.7489954,-73.7562317,42.6525793,1355.74302491097
"109","Atlanta","Albuquerque","Delta Airlines",8.30568885825,321.250408225,3,3,3,3,3,-84.3879824,33.7489954,-106.6511367,35.0844909,2047.7784330203
"110","Atlanta","Allentown/Bethlehem/Easton","Delta Airlines",8.6540127715,226.93340695,3,3,3,3,3,-84.3879824,33.7489954,-75.435292,40.6526229,1102.79800032009
"111","Atlanta","Anchorage","Delta Airlines",11.713924965,438.5487279,3,3,3,3,3,-84.3879824,33.7489954,-149.9002778,61.2180556,5486.03746063877
"112","Atlanta","Appleton","Delta Airlines",11.862362202,304.459465425,3,3,3,3,3,-84.3879824,33.7489954,-88.4153847,44.2619309,1217.7026351153
"113","Atlanta","Asheville","Delta Airlines",12.16433989,223.847843125,3,3,3,3,3,-84.3879824,33.7489954,-82.554015,35.6009452,265.427111952043
"114","Atlanta","Atlantic City","Spirit Air Lines",15.148809273,58.9456531466667,2,1,2,2,2,-84.3879824,33.7489954,-74.4229266,39.3642834,1087.09612412271
"115","Atlanta","Augusta","Delta Airlines",11.10229894425,161.44662465,3,3,3,3,3,-84.3879824,33.7489954,-81.9748379,33.4709702,226.059128398586
"116","Atlanta","Austin","Delta Airlines",8.75667110675,235.3158727,3,3,3,3,3,-84.3879824,33.7489954,-97.7430608,30.267153,1318.42359458266
"117","Atlanta","Austin","Frontier Airlines ",26.8572946925,83.96702553,2,1,2,2,2,-84.3879824,33.7489954,-97.7430608,30.267153,1318.42359458266
"118","Atlanta","Austin","Southwest Airlines",13.22893092,184.1016918,3,3,3,4,3,-84.3879824,33.7489954,-97.7430608,30.267153,1318.42359458266
"119","Atlanta","Baltimore","Delta Airlines",8.9375715055,199.7016716,3,3,3,3,3,-84.3879824,33.7489954,-76.6121893,39.2903848,928.400490951636
"120","Atlanta","Baltimore","Southwest Airlines",12.63357197975,164.34241305,3,3,3,4,3,-84.3879824,33.7489954,-76.6121893,39.2903848,928.400490951636
"121","Atlanta","Baltimore","Spirit Air Lines",19.15366311,76.04922444,2,1,2,2,2,-84.3879824,33.7489954,-76.6121893,39.2903848,928.400490951636
"122","Atlanta","Baton Rouge","Delta Airlines",5.4958397235,253.308424325,3,3,3,3,3,-84.3879824,33.7489954,-91.154551,30.4507462,735.746505985757
"123","Atlanta","Birmingham","Delta Airlines",8.427804963,188.282070825,3,3,3,3,3,-84.3879824,33.7489954,-86.80249,33.5206608,225.435412643397
"124","Atlanta","Bloomington/Normal","Delta Airlines",13.35154050175,254.40043435,3,3,3,3,3,-84.3879824,33.7489954,-88.864698,40.5478429,852.622918119712
"125","Atlanta","Boston","Delta Airlines",12.3776854105,279.0293049,3,3,3,3,3,-84.3879824,33.7489954,-71.0597732,42.3584308,1507.3054974241
"126","Atlanta","Boston","JetBlue Airways",20.206181535,136.6153082,3,3,4,3,3,-84.3879824,33.7489954,-71.0597732,42.3584308,1507.3054974241
"127","Atlanta","Boston","Southwest Airlines",13.99569932225,168.958558625,3,3,3,4,3,-84.3879824,33.7489954,-71.0597732,42.3584308,1507.3054974241
"128","Atlanta","Boston","Spirit Air Lines",13.713328665,79.86747309,2,1,2,2,2,-84.3879824,33.7489954,-71.0597732,42.3584308,1507.3054974241
"129","Atlanta","Bozeman","Delta Airlines",16.8799002525,351.853247775,3,3,3,3,3,-84.3879824,33.7489954,-111.0385582,45.6796526,2622.99176660157
"130","Atlanta","Bristol/Johnson City/Kingsport","Delta Airlines",8.17650767375,266.164671075,3,3,3,3,3,-84.3879824,33.7489954,-82.5652775,36.5738471,354.657078389273
"131","Atlanta","Buffalo","Delta Airlines",7.52694484025,262.892822275,3,3,3,3,3,-84.3879824,33.7489954,-78.8783689,42.8864468,1122.2501643778
"132","Atlanta","Burlington","Delta Airlines",9.47140016175,285.72855145,3,3,3,3,3,-84.3879824,33.7489954,-73.212072,44.4758825,1530.73573082809
"133","Atlanta","Cedar Rapids/Iowa City","Delta Airlines",12.9930593535,272.03078325,3,3,3,3,3,-84.3879824,33.7489954,-91.6656232,41.9778795,1114.51249028613
"134","Atlanta","Charleston","Delta Airlines",7.37331731775,282.0166442,3,3,3,3,3,-84.3879824,33.7489954,-79.9309216,32.7765656,429.022133014288
"135","Atlanta","Charleston/Dunbar","Delta Airlines",13.10266691225,234.253720275,3,3,3,3,3,-84.3879824,33.7489954,-81.7345194,38.3595421,564.622081612812
"136","Atlanta","Charlotte","American Airlines",7.002718848,218.497616325,2,2,2,2,2,-84.3879824,33.7489954,-80.8431268,35.2270869,364.52599805229
"137","Atlanta","Charlotte","Delta Airlines",8.38704721975,247.9634615,3,3,3,3,3,-84.3879824,33.7489954,-80.8431268,35.2270869,364.52599805229
"138","Atlanta","Charlotte","US Airways ",6.780011539,236.1700927,2,2,3,3,3,-84.3879824,33.7489954,-80.8431268,35.2270869,364.52599805229
"139","Atlanta","Charlotte Amalie","Delta Airlines",6.20534871725,395.719335575,3,3,3,3,3,-84.3879824,33.7489954,-64.9307007,18.3419004,2580.54231692493
"140","Atlanta","Charlottesville","Delta Airlines",11.17785373825,215.33961335,3,3,3,3,3,-84.3879824,33.7489954,-78.4766781,38.0293059,714.142148156062
"141","Atlanta","Chattanooga","Delta Airlines",10.30772545225,131.9135976,3,3,3,3,3,-84.3879824,33.7489954,-85.3096801,35.0456297,166.945252168985
"142","Atlanta","Chicago","American Airlines",13.5090447725,156.405316825,2,2,2,2,2,-84.3879824,33.7489954,-87.6500523,41.850033,943.732545261965
"143","Atlanta","Chicago","Delta Airlines",9.73522676,193.711886975,3,3,3,3,3,-84.3879824,33.7489954,-87.6500523,41.850033,943.732545261965
"144","Atlanta","Chicago","Frontier Airlines ",25.172582766,73.9309345975,2,1,2,2,2,-84.3879824,33.7489954,-87.6500523,41.850033,943.732545261965
"145","Atlanta","Chicago","Southwest Airlines",13.09628313,146.3483787,3,3,3,4,3,-84.3879824,33.7489954,-87.6500523,41.850033,943.732545261965
"146","Atlanta","Chicago","Spirit Air Lines",14.2314934175,64.2523216025,2,1,2,2,2,-84.3879824,33.7489954,-87.6500523,41.850033,943.732545261965
"147","Atlanta","Chicago","United Air Lines",13.04397870275,172.9236544,2,2,2,3,2,-84.3879824,33.7489954,-87.6500523,41.850033,943.732545261965
"148","Atlanta","Cincinnati","Delta Airlines",7.9034420285,302.0433832,3,3,3,3,3,-84.3879824,33.7489954,-84.5296864149,39.1146630957,595.548813998125
"149","Atlanta","Cincinnati","Frontier Airlines ",15.1840055126667,55.1212078066667,2,1,2,2,2,-84.3879824,33.7489954,-84.5296864149,39.1146630957,595.548813998125
"150","Atlanta","Cleveland","Delta Airlines",9.140393579,200.1288821,3,3,3,3,3,-84.3879824,33.7489954,-81.6954088,41.4994954,892.325942835741
"151","Atlanta","Cleveland","Frontier Airlines ",20.96468778,69.46850285,2,1,2,2,2,-84.3879824,33.7489954,-81.6954088,41.4994954,892.325942835741
"152","Atlanta","Cleveland","Southwest Airlines",12.6413255333333,149.5912179,3,3,3,4,3,-84.3879824,33.7489954,-81.6954088,41.4994954,892.325942835741
"153","Atlanta","Cleveland","Spirit Air Lines",10.480687787,52.3246971775,2,1,2,2,2,-84.3879824,33.7489954,-81.6954088,41.4994954,892.325942835741
"154","Atlanta","Colorado Springs","Delta Airlines",17.3667900075,242.785515825,3,3,3,3,3,-84.3879824,33.7489954,-104.8213634,38.8338816,1915.51580931835
"155","Atlanta","Columbia","Delta Airlines",8.99371245325,245.808676875,3,3,3,3,3,-84.3879824,33.7489954,-92.3340724,38.9517053,916.975741723317
"156","Atlanta","Columbus","Delta Airlines",8.456828716,204.460608575,3,3,3,3,3,-84.3879824,33.7489954,-82.9987942,39.9611755,700.412341908015
"157","Atlanta","Columbus","Southwest Airlines",12.60551923225,155.3237521,3,3,3,4,3,-84.3879824,33.7489954,-82.9987942,39.9611755,700.412341908015
"158","Atlanta","Dallas","Delta Airlines",6.4410694465,180.27013875,3,3,3,3,3,-84.3879824,33.7489954,-96.8066667,32.7830556,1161.30760347061
"159","Atlanta","Dallas","Southwest Airlines",13.88236146,152.97443855,3,3,3,4,3,-84.3879824,33.7489954,-96.8066667,32.7830556,1161.30760347061
"160","Atlanta","Dallas/Fort Worth","American Airlines",13.6096039925,196.2163158,2,2,2,2,2,-84.3879824,33.7489954,-97.0403352,32.8998091,1181.06875511018
"161","Atlanta","Dallas/Fort Worth","Delta Airlines",9.5397974665,205.9338404,3,3,3,3,3,-84.3879824,33.7489954,-97.0403352,32.8998091,1181.06875511018
"162","Atlanta","Dallas/Fort Worth","Spirit Air Lines",23.3817966825,70.9210613175,2,1,2,2,2,-84.3879824,33.7489954,-97.0403352,32.8998091,1181.06875511018
"163","Atlanta","Dayton","Delta Airlines",8.27250449925,232.7770065,3,3,3,3,3,-84.3879824,33.7489954,-84.1916069,39.7589478,667.174392755633
"164","Atlanta","Daytona Beach","Delta Airlines",8.84509872,219.308543825,3,3,3,3,3,-84.3879824,33.7489954,-81.0228331,29.2108147,596.08961472335
"165","Atlanta","Denver","Delta Airlines",10.116364668,251.773319025,3,3,3,3,3,-84.3879824,33.7489954,-104.9847034,39.7391536,1950.42761851101
"166","Atlanta","Denver","Frontier Airlines ",21.0484474875,122.000501175,2,1,2,2,2,-84.3879824,33.7489954,-104.9847034,39.7391536,1950.42761851101
"167","Atlanta","Denver","Southwest Airlines",10.35298506725,184.038806025,3,3,3,4,3,-84.3879824,33.7489954,-104.9847034,39.7391536,1950.42761851101
"168","Atlanta","Denver","United Air Lines",8.96372960225,224.4345906,2,2,2,3,2,-84.3879824,33.7489954,-104.9847034,39.7391536,1950.42761851101
"169","Atlanta","Des Moines","Delta Airlines",6.84251317975,269.593954275,3,3,3,3,3,-84.3879824,33.7489954,-93.6091064,41.6005448,1190.68942268285
"170","Atlanta","Detroit","Delta Airlines",9.1817114195,297.620827625,3,3,3,3,3,-84.3879824,33.7489954,-83.0457538,42.331427,959.851164796431
"171","Atlanta","Detroit","Southwest Airlines",13.30748015825,148.42639835,3,3,3,4,3,-84.3879824,33.7489954,-83.0457538,42.331427,959.851164796431
"172","Atlanta","Detroit","Spirit Air Lines",18.43187671,85.5918390875,2,1,2,2,2,-84.3879824,33.7489954,-83.0457538,42.331427,959.851164796431
"173","Atlanta","Eagle","Delta Airlines",6.485576923,370.05452805,3,3,3,3,3,-84.3879824,33.7489954,-106.8286507,39.6552635,2102.99094451657
